PassengerId,Survived,Pclass,Sex,SibSp,Parch,Cabin,Age_mean,Fare_mean,Title,Embarked_Q,Embarked_S,Ticket_Freq
1277,1,2,0,1,2,7,24.0,65.0,1,0.0,1.0,3
1278,0,3,1,0,0,7,24.0,7.775,2,0.0,1.0,1
1279,0,2,1,0,0,7,57.0,13.0,2,0.0,1.0,1
1280,0,3,1,0,0,7,21.0,7.75,2,1.0,0.0,1
1281,0,3,1,3,1,7,6.0,21.075,0,0.0,1.0,1
1282,0,1,1,0,0,1,23.0,93.5,2,0.0,1.0,2
1283,1,1,0,0,1,3,51.0,39.4,3,0.0,1.0,1
1284,0,3,1,0,2,7,13.0,20.25,0,0.0,1.0,1
1285,0,2,1,0,0,7,47.0,10.5,2,0.0,1.0,1
1286,0,3,1,3,1,7,29.0,22.025,2,0.0,1.0,2
1287,1,1,0,1,0,2,18.0,60.0,3,0.0,1.0,2
1288,0,3,1,0,0,7,24.0,7.25,2,1.0,0.0,1
1289,1,1,0,1,1,1,48.0,79.2,3,0.0,0.0,1
1290,0,3,1,0,0,7,22.0,7.775,2,0.0,1.0,1
1291,0,3,1,0,0,7,31.0,7.7333,2,1.0,0.0,1
1292,1,1,0,0,0,2,30.0,164.8667,1,0.0,1.0,2
1293,0,2,1,1,0,7,38.0,21.0,2,0.0,1.0,1
1294,1,1,0,0,1,7,22.0,59.4,1,0.0,0.0,2
1295,0,1,1,0,0,7,17.0,47.1,2,0.0,1.0,1
1296,0,1,1,1,0,3,43.0,27.7208,2,0.0,0.0,1
1297,0,2,1,0,0,3,20.0,13.8625,2,0.0,0.0,1
1298,0,2,1,1,0,7,23.0,10.5,2,0.0,1.0,1
1299,0,1,1,1,1,2,50.0,211.5,2,0.0,0.0,4
1300,1,3,0,0,0,7,30.272590361445783,7.7208,1,1.0,0.0,1
1301,1,3,0,1,1,7,3.0,13.775,1,0.0,1.0,3
1302,1,3,0,0,0,7,30.272590361445783,7.75,1,1.0,0.0,1
1303,1,1,0,1,0,2,37.0,90.0,3,1.0,0.0,1
1304,1,3,0,0,0,7,28.0,7.775,1,0.0,1.0,1
1305,0,3,1,0,0,7,30.272590361445783,8.05,2,0.0,1.0,1
1306,1,1,0,0,0,2,39.0,108.9,4,0.0,0.0,1
1307,0,3,1,0,0,7,38.5,7.25,2,0.0,1.0,1
1308,0,3,1,0,0,7,30.272590361445783,8.05,2,0.0,1.0,1
1309,0,3,1,1,1,7,30.272590361445783,22.3583,0,0.0,0.0,1
